parameter,age_group,outcome,baseline_parameter_value,tested_lower,tested_upper,baseline_outcome_mean,minimum_level_mean,maximum_level_mean,low_level_outcome_mean,high_level_outcome_mean,low_to_high_outcome_change,outcome_mean_spread,relative_outcome_spread,outbreak_probability_spread_percentage_points,outbreak_probability_low_to_high_change_percentage_points,raw_variance_across_level_means,monte_carlo_variance_of_level_mean,noise_adjusted_parameter_variance,mean_within_level_stochastic_variance,oat_total_predictive_variance,oat_parameter_variance_fraction,oat_stochastic_variance_fraction,parameter_signal_to_mc_noise,isolated_variance_screening_share,relative_parameter_variance_share_percent,sensitivity_rank
dt,5_to_10,cumulative_cases,0.02,0.016,0.024,40.22,38.70333333333333,40.22,39.906666666666666,39.41,-0.4966666666666697,1.5166666666666657,0.03770926570528756,,,0.2311836734693876,0.1741790899470899,0.0570045835222977,52.25372698412697,52.31073156764927,0.0010897301913772369,0.9989102698086227,0.3272756996239554,0.00042666262296334445,0.042666262296334447,12.0
dt,5_to_10,final_week_cases,0.02,0.016,0.024,7.003333333333333,6.3966666666666665,7.036666666666667,7.036666666666667,6.75,-0.28666666666666707,0.6400000000000006,0.09138505473584016,,,0.05591972789115651,0.02615359788359788,0.029766130007558633,7.846079365079364,7.8758454950869226,0.0037794202573078937,0.9962205797426921,1.1381275394704427,0.0022834439388606294,0.22834439388606295,12.0
dt,5_to_10,outbreak_indicator,0.02,0.016,0.024,0.0033333333333333335,0.0033333333333333335,0.03666666666666667,0.03666666666666667,0.01,-0.026666666666666665,0.03333333333333333,10.0,3.3333333333333335,-2.6666666666666665,0.00012834467120181406,4.496825396825397e-05,8.337641723356009e-05,0.013490476190476192,0.013573852607709751,0.0061424283615842045,0.9938575716384158,1.8541172911098782,0.025352962800867226,2.5352962800867225,7.0
dt,5_to_10,peak_weekly_cases,0.02,0.016,0.024,10.126666666666667,9.79,10.243333333333334,10.243333333333334,10.113333333333333,-0.13000000000000078,0.4533333333333349,0.044766293614220035,,,0.01890612244897971,0.015542629629629628,0.00336349281935008,4.662788888888889,4.666152381708239,0.0007208278993492136,0.9992791721006508,0.21640436010506867,0.00047217836323720964,0.047217836323720966,12.0
dt,all ages combined,cumulative_cases,0.02,0.016,0.024,131.17,128.45,131.17,129.86666666666667,129.21666666666667,-0.6500000000000057,2.719999999999999,0.02073644888312876,,,0.7768698412698394,0.648192380952381,0.12867746031745841,194.45771428571427,194.58639174603172,0.0006612870466574268,0.9993387129533426,0.19851739097641696,0.00014477685585307566,0.014477685585307567,13.0
dt,all ages combined,final_week_cases,0.02,0.016,0.024,22.49,21.356666666666666,22.49,21.876666666666665,21.643333333333334,-0.23333333333333073,1.1333333333333329,0.05039276715577292,,,0.1161727891156461,0.08895085185185185,0.027221937263794252,26.685255555555553,26.712477492819346,0.0010190719775472663,0.9989809280224528,0.30603346339091325,0.00034837210217089995,0.03483721021708999,13.0
dt,all ages combined,outbreak_indicator,0.02,0.016,0.024,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
dt,all ages combined,peak_weekly_cases,0.02,0.016,0.024,28.093333333333334,27.786666666666665,28.093333333333334,27.786666666666665,27.88,0.09333333333333371,0.3066666666666684,0.010915994304698686,,,0.01215691609977331,0.04694607936507937,0.0,14.08382380952381,14.08382380952381,0.0,1.0,0.0,0.0,0.0,13.0
dt,under_1,cumulative_cases,0.02,0.016,0.024,13.743333333333334,13.433333333333334,13.823333333333334,13.506666666666666,13.433333333333334,-0.07333333333333236,0.39000000000000057,0.028377395100654904,,,0.018894331065759773,0.05111636507936508,0.0,15.334909523809525,15.334909523809525,0.0,1.0,0.0,0.0,0.0,12.0
dt,under_1,final_week_cases,0.02,0.016,0.024,2.183333333333333,2.06,2.2466666666666666,2.19,2.06,-0.1299999999999999,0.18666666666666654,0.08549618320610682,,,0.0045070294784580476,0.007517719576719577,0.0,2.255315873015873,2.255315873015873,0.0,1.0,0.0,0.0,0.0,13.0
dt,under_1,outbreak_indicator,0.02,0.016,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dt,under_1,peak_weekly_cases,0.02,0.016,0.024,4.33,4.183333333333334,4.4,4.226666666666667,4.183333333333334,-0.043333333333333,0.21666666666666679,0.05003849114703621,,,0.004423582766439916,0.0056518730158730155,0.0,1.6955619047619046,1.6955619047619046,0.0,1.0,0.0,0.0,0.0,12.0
eta,11_to_14,cumulative_cases,2.7e-05,2.16e-05,3.24e-05,7.16,7.153333333333333,7.173333333333333,7.166666666666667,7.153333333333333,-0.013333333333333641,0.019999999999999574,0.002793296089385415,,,3.6281179138321256e-05,0.02710725925925926,0.0,8.132177777777779,8.132177777777779,0.0,1.0,0.0,0.0,0.0,13.0
eta,11_to_14,final_week_cases,2.7e-05,2.16e-05,3.24e-05,1.2666666666666666,1.25,1.2666666666666666,1.2666666666666666,1.25,-0.016666666666666607,0.016666666666666607,0.01315789473684206,,,3.4013605442176626e-05,0.00469563492063492,0.0,1.408690476190476,1.408690476190476,0.0,1.0,0.0,0.0,0.0,12.0
eta,11_to_14,outbreak_indicator,2.7e-05,2.16e-05,3.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
eta,11_to_14,peak_weekly_cases,2.7e-05,2.16e-05,3.24e-05,2.6933333333333334,2.6866666666666665,2.6966666666666668,2.6933333333333334,2.6866666666666665,-0.006666666666666821,0.010000000000000231,0.0037128712871287986,,,7.70975056689378e-06,0.0034712328042328035,0.0,1.0413698412698411,1.0413698412698411,0.0,1.0,0.0,0.0,0.0,12.0
eta,15_to_24,cumulative_cases,2.7e-05,2.16e-05,3.24e-05,10.686666666666667,10.676666666666666,10.686666666666667,10.683333333333334,10.676666666666666,-0.006666666666667709,0.010000000000001563,0.0009357454772303396,,,1.4965986394562504e-05,0.039032074074074066,0.0,11.70962222222222,11.70962222222222,0.0,1.0,0.0,0.0,0.0,13.0
eta,15_to_24,final_week_cases,2.7e-05,2.16e-05,3.24e-05,1.9466666666666668,1.9433333333333334,1.9466666666666668,1.9433333333333334,1.9466666666666668,0.0033333333333334103,0.0033333333333334103,0.001712328767123327,,,2.2675736961452297e-06,0.006953137566137566,0.0,2.08594126984127,2.08594126984127,0.0,1.0,0.0,0.0,0.0,11.0
eta,15_to_24,outbreak_indicator,2.7e-05,2.16e-05,3.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
eta,15_to_24,peak_weekly_cases,2.7e-05,2.16e-05,3.24e-05,3.5366666666666666,3.5366666666666666,3.5366666666666666,3.5366666666666666,3.5366666666666666,0.0,0.0,0.0,,,1.9721522630525295e-31,0.004606629629629631,0.0,1.3819888888888892,1.3819888888888892,0.0,1.0,0.0,0.0,0.0,12.0
eta,1_to_4,cumulative_cases,2.7e-05,2.16e-05,3.24e-05,15.04,15.036666666666667,15.043333333333333,15.04,15.036666666666667,-0.003333333333332078,0.0066666666666659324,0.00044326241134746893,,,3.1746031746024754e-06,0.05247084656084656,0.0,15.741253968253968,15.741253968253968,0.0,1.0,0.0,0.0,0.0,13.0
eta,1_to_4,final_week_cases,2.7e-05,2.16e-05,3.24e-05,2.19,2.19,2.1933333333333334,2.19,2.19,0.0,0.0033333333333334103,0.0015220700152207354,,,2.2675736961452293e-06,0.006886386243386245,0.0,2.0659158730158733,2.0659158730158733,0.0,1.0,0.0,0.0,0.0,14.0
eta,1_to_4,outbreak_indicator,2.7e-05,2.16e-05,3.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
eta,1_to_4,peak_weekly_cases,2.7e-05,2.16e-05,3.24e-05,4.823333333333333,4.823333333333333,4.823333333333333,4.823333333333333,4.823333333333333,0.0,0.0,0.0,,,0.0,0.006818185185185186,0.0,2.045455555555556,2.045455555555556,0.0,1.0,0.0,0.0,0.0,11.0
eta,25_to_34,cumulative_cases,2.7e-05,2.16e-05,3.24e-05,16.313333333333333,16.3,16.313333333333333,16.3,16.313333333333333,0.013333333333331865,0.013333333333331865,0.0008173273395994196,,,3.31065759637108e-05,0.06668261904761905,0.0,20.004785714285713,20.004785714285713,0.0,1.0,0.0,0.0,0.0,12.0
eta,25_to_34,final_week_cases,2.7e-05,2.16e-05,3.24e-05,2.9,2.8933333333333335,2.9,2.8966666666666665,2.8933333333333335,-0.0033333333333329662,0.0066666666666663765,0.002298850574712544,,,3.1746031746028985e-06,0.011010428571428574,0.0,3.303128571428572,3.303128571428572,0.0,1.0,0.0,0.0,0.0,13.0
eta,25_to_34,outbreak_indicator,2.7e-05,2.16e-05,3.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
eta,25_to_34,peak_weekly_cases,2.7e-05,2.16e-05,3.24e-05,4.973333333333334,4.963333333333333,4.973333333333334,4.963333333333333,4.973333333333334,0.010000000000000675,0.010000000000000675,0.002010723860589948,,,2.448979591837065e-05,0.006699899470899471,0.0,2.0099698412698412,2.0099698412698412,0.0,1.0,0.0,0.0,0.0,13.0
eta,35_and_over,cumulative_cases,2.7e-05,2.16e-05,3.24e-05,28.006666666666668,28.006666666666668,28.013333333333332,28.006666666666668,28.013333333333332,0.006666666666664156,0.006666666666664156,0.00023803856224699436,,,5.895691609974334e-06,0.13511084656084654,0.0,40.533253968253966,40.533253968253966,0.0,1.0,0.0,0.0,0.0,12.0
eta,35_and_over,final_week_cases,2.7e-05,2.16e-05,3.24e-05,5.0,5.0,5.02,5.0,5.02,0.019999999999999574,0.019999999999999574,0.003999999999999915,,,4.580498866212964e-05,0.01862519576719577,0.0,5.58755873015873,5.58755873015873,0.0,1.0,0.0,0.0,0.0,14.0
eta,35_and_over,outbreak_indicator,2.7e-05,2.16e-05,3.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
eta,35_and_over,peak_weekly_cases,2.7e-05,2.16e-05,3.24e-05,7.526666666666666,7.526666666666666,7.533333333333333,7.526666666666666,7.533333333333333,0.006666666666666821,0.006666666666666821,0.0008857395925598079,,,5.4421768707485505e-06,0.012764105820105818,0.0,3.8292317460317453,3.8292317460317453,0.0,1.0,0.0,0.0,0.0,11.0
eta,5_to_10,cumulative_cases,2.7e-05,2.16e-05,3.24e-05,40.22,40.19,40.23,40.23,40.19,-0.03999999999999915,0.03999999999999915,0.000994530084535036,,,0.00020634920634918967,0.16930473544973546,0.0,50.791420634920634,50.791420634920634,0.0,1.0,0.0,0.0,0.0,14.0
